case_id,layer,kind,flow_id,tags,seed.path,seed.scenario,seed.match,seed.resp,seed.is_sequence,call.method,call.url,call.headers,call.body.meta.bright_uid,call.body.meta.request_id,call.body.data.flow_id,call.body.data.kyc_type,call.body.data.client,call.expect_status,call2.method,call2.url,call2.headers,call2.expect_status,call2.delay_ms,call2.body.meta.bright_uid,call2.body.meta.request_id,call2.body.data.flow_id,call2.body.data.kyc_type,call3.method,call3.url,call3.headers,call3.expect_status,call3.delay_ms,call3.body.meta.bright_uid,call3.body.meta.request_id,call3.body.data.flow_id,call3.body.data.kyc_type,call3.body.data.client,call3.body.data.in_sync,call3.body.data.additional_data_params.persona_kyc_verified,call3.body.data.additional_data_params.ssn,call3.body.data.additional_data_params.address,call3.body.data.additional_data_params.city,call3.body.data.additional_data_params.state_short,call3.body.data.additional_data_params.zip,call4.method,call4.url,call4.headers,call4.expect_status,call4.delay_ms,call4.body.meta.bright_uid,call4.body.meta.request_id,call4.body.data.flow_id,call4.body.data.kyc_type,call4.body.data.client,call4.body.data.in_sync,call4.body.data.additional_data_params.ssn,call4.body.data.additional_data_params.address,call4.body.data.additional_data_params.city,call4.body.data.additional_data_params.state_short,call4.body.data.additional_data_params.zip,repeat.same_flow_id,repeat.distinct_ids,repeat.concurrent,resp.status,resp.body,db.host,db.database,db.delay_ms,db1.table,db1.where,db1.expect,db2.table,db2.where,db2.expect,db3.table,db3.where,db3.expect,db4.table,db4.where,db4.expect,calls,notes
PA-009,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-010,5-BusinessE2E,e2e,flow-{{uuid:flow}},pa-screening,/vendor/idology/verify,idology-pass-clear,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><id-number>3571500001</id-number><summary-result><key>id.success</key><message>PASS</message></summary-result><results><key>result.match</key><message>ID Located</message></results></response>",,POST,http://10.0.63.105/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,8000,kyc_pa_screening_results,flow_id=flow-{{uuid:flow}},screening_source=IDOLOGY_IQ_REUSED;screening_status=COMPLETED;pa_hit=False;primary_provider=IDOLOGY;pa_pii_fingerprint=not_null,,,,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,,,,/api/v1/users/get_user_profile_data/=1;/vendor/idology/verify=1,"Replayed /start on one flow_id -> single screening row, source still reuse."
PA-010,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-011,5-BusinessE2E,e2e,flow-{{uuid:flow}},pa-screening,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,POST,http://10.0.63.105/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},LN_PRIMARY,app,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,8000,kyc_pa_screening_results,flow_id=flow-{{uuid:flow}},screening_source=PA_STANDALONE;screening_status=COMPLETED;primary_provider=LEXISNEXIS;pa_pii_fingerprint=not_null;pa_hit=False;pa_review_required=False,idology_kyc_verification,flow_id=flow-{{uuid:flow}},__absent__=true,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,,,,/api/v1/users/get_user_profile_data/=1;/LN.WebServices/api/Lists/Search=1;/vendor/idology/verify=0,LexisNexis primary passes outright: IDology never called -> real ExpectID PA standalone call.
PA-011,,,,,/LN.WebServices/api/Lists/Search,ln-pass,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":50,""NameAddressSSN"":{""RiskCode"":12},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-011,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-012,5-BusinessE2E,e2e,flow-{{uuid:flow}},pa-screening,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,POST,http://10.0.63.105/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},LN_PRIMARY,app,200,POST,http://10.0.63.105/api/v1/kyc/status_details/,Content-Type=application/json,200,3000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},LN_PRIMARY,POST,http://10.0.63.105/api/v1/kyc/resume,Content-Type=application/json,200,1500,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},LN_PRIMARY,USM,true,'PASS',,,,,,POST,http://10.0.63.105/api/v1/kyc/resume,Content-Type=application/json,200,3000,{{uuid:uid}},{{uuid:rid3}},flow-{{uuid:flow}},LN_PRIMARY,USM,true,'987654321',999 Different Ave,Dallas,TX,75201,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,15000,kyc_pa_screening_results,flow_id=flow-{{uuid:flow}},screening_source=PA_STANDALONE;screening_status=COMPLETED;primary_provider=LEXISNEXIS;pa_pii_fingerprint=not_null;pa_hit=False;pa_review_required=False,idology_kyc_verification,flow_id=flow-{{uuid:flow}},pa_determined=True;pa_pii_fingerprint=not_null,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,,,,/api/v1/users/get_user_profile_data/>=2;/vendor/idology/verify=1;/LN.WebServices/api/Lists/Search=2;/api/v1/inquiries>=1,PII corrected then LexisNexis terminal: IDology screened the OLD PII -> standalone call.
PA-012,,,,,/LN.WebServices/api/Lists/Search,ln-fail-ssn-then-pass,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":1},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-012,,,,,/LN.WebServices/api/Lists/Search,ln-fail-ssn-then-pass,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":50,""NameAddressSSN"":{""RiskCode"":12},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-012,,,,,/vendor/idology/verify,idology-fail-clear,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><id-number>3571500003</id-number><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>resultcode.ssn.does.not.match</key><message>SSN Does Not Match</message></results></response>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-012,,,,,/api/v1/inquiries,persona-create,,"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-012,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-013,5-BusinessE2E,e2e,flow-{{uuid:flow}},pa-screening,/vendor/idology/verify,idology-fail-then-pass,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><id-number>3571500003</id-number><summary-result><key>id.failure</key><message>FAIL</message></summary-result><results><key>resultcode.ssn.does.not.match</key><message>SSN Does Not Match</message></results></response>",,POST,http://10.0.63.105/api/v1/kyc/start,Content-Type=application/json,{{uuid:uid}},{{uuid:rid}},flow-{{uuid:flow}},DM,app,200,POST,http://10.0.63.105/api/v1/kyc/status_details/,Content-Type=application/json,200,3000,{{uuid:uid}},{{uuid:rid_sd}},flow-{{uuid:flow}},DM,POST,http://10.0.63.105/api/v1/kyc/resume,Content-Type=application/json,200,1500,{{uuid:uid}},{{uuid:rid2}},flow-{{uuid:flow}},DM,USM,true,'PASS',,,,,,POST,http://10.0.63.105/api/v1/kyc/resume,Content-Type=application/json,200,3000,{{uuid:uid}},{{uuid:rid3}},flow-{{uuid:flow}},DM,USM,true,'987654321',,,,,,,,200,error=null;data.flow_id=not_null,,brightmomey_uks_2,12000,kyc_pa_screening_results,flow_id=flow-{{uuid:flow}},screening_source=IDOLOGY_IQ_REUSED;screening_status=COMPLETED;primary_provider=IDOLOGY;pa_pii_fingerprint=10578ed7545bb9159c7da8445b3620e45fa891ae608d9ac74eadb4f213dd2978,,,,uks_kyc_flow,flow_id=flow-{{uuid:flow}},status=PASSED,,,,/api/v1/users/get_user_profile_data/=2;/vendor/idology/verify=2;/LN.WebServices/api/Lists/Search=1;/api/v1/inquiries>=1,Persona create_inquiry must send Idempotency-Key=kyc:<bright_uid>:<flow_id>; the mock only answers a request that carries it.
PA-013,,,,,/vendor/idology/verify,idology-fail-then-pass,,"status=200;format=xml;raw=<?xml version=""1.0""?><response><id-number>3571500001</id-number><summary-result><key>id.success</key><message>PASS</message></summary-result><results><key>result.match</key><message>ID Located</message></results></response>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-013,,,,,/LN.WebServices/api/OAuth2/Token,ln-token,,"status=200;raw={""access_token"":""tok_{{uuid:tok}}"",""expires_in"":3600}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-013,,,,,/LN.WebServices/api/Lists/Search,ln-non-ssn-soft-fail,,"status=200;raw={""Records"":[{""InstantIDIndividual"":{""ComprehensiveVerificationIndex"":10,""NameAddressSSN"":{""RiskCode"":7},""NameAddressPhone"":{""RiskCode"":12}}}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-013,,,,,/api/v1/inquiries,persona-create-idempotent,$header.Idempotency-Key=kyc:{{uuid:uid}}:flow-{{uuid:flow}},"status=200;raw={""data"":{""id"":""inq_{{uuid:inq}}"",""type"":""inquiry"",""attributes"":{""status"":""created"",""reference-id"":""{{uuid:uid}}""}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA-013,,,,,/api/v1/users/get_user_profile_data/,usm-profile-default,,"status=200;raw={""bright_uid"":""{{uuid:uid}}"",""primary_email"":""john@example.com"",""primary_phonenum"":""+11234567890"",""first_name"":""John"",""last_name"":""Doe"",""date_of_birth"":""1990-05-15"",""is_kyc_verified"":false,""zip_code"":""78701"",""address"":{""address_type"":""bright"",""manual_address"":{""apt"":"""",""zip"":""78701"",""city"":""Austin"",""state"":{""long_name"":""Texas"",""short_name"":""TX""},""street"":""123 Main St""}},""ssn_encrypted"":""gAAAAABqQnJ4S7_gd7u2iaMV_8jNjzBVe4mkZcJVYDdxDbjrKQj6cvjhPR9Avyo2VKbuE8efqeBjeZIZugYZY23qE8EoKeh7fg=="",""ip"":""192.168.1.1"",""age"":35,""acquired_on"":""IOS_APP"",""is_deleted"":false,""error"":{}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
